age,annual_income,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,employment_years,num_open_accounts,num_derogatory_marks,late_payments_2yr,loan_purpose,default
43,29704.14,18646.03,36,635,0.2153,17.8,19,1,0,debt_consolidation,0
63,59303.58,14428.36,12,818,0.226,5.5,18,0,0,personal,0
27,82067.71,1000.0,36,519,0.2383,0.0,13,0,0,education,0
36,102090.94,21671.79,36,682,0.0657,0.3,6,0,1,business,0
64,53470.58,1229.15,12,660,0.1174,9.2,9,0,0,business,0
58,60980.53,4116.88,48,677,0.2368,5.5,4,0,1,home_improvement,1
54,112065.08,17539.87,48,687,0.3686,0.0,5,0,0,home_improvement,1
29,54931.85,6808.54,48,691,0.3498,1.5,10,0,0,debt_consolidation,0
26,49332.42,9021.36,48,751,0.5015,1.3,13,0,1,business,0
60,61739.94,16242.69,60,725,0.4227,1.5,9,1,0,personal,0
25,54387.67,21004.04,12,499,0.4371,0.7,8,1,1,debt_consolidation,0
27,48036.14,12607.76,12,748,0.1186,9.8,16,0,0,debt_consolidation,0
53,29806.03,28180.01,48,688,0.0573,11.1,1,0,0,business,0
51,104815.65,7041.52,60,572,0.2765,0.2,2,0,1,business,0
56,78767.83,24955.02,48,434,0.1743,4.6,12,0,0,debt_consolidation,0
61,105411.28,8487.3,60,711,0.0981,0.2,10,1,0,personal,0
37,88867.44,30068.95,60,702,0.3765,12.3,1,0,0,education,0
34,65390.02,26717.7,12,807,0.3431,6.1,18,0,0,debt_consolidation,0
63,23246.9,18013.92,24,782,0.3053,5.5,18,1,1,personal,0
51,42272.08,21972.12,12,614,0.0856,1.6,8,0,0,personal,0
40,56283.49,23184.94,12,746,0.5238,8.4,8,1,1,home_improvement,0
38,40902.76,12776.88,36,848,0.3929,2.8,1,0,0,education,1
40,20000.0,16295.61,60,816,0.1081,6.1,12,1,0,debt_consolidation,0
49,42727.34,4164.31,24,695,0.835,3.0,7,1,0,business,0
47,60148.24,4974.16,60,655,0.0743,9.0,18,0,0,debt_consolidation,0
58,104747.99,24280.52,12,553,0.4941,1.6,15,0,1,education,0
47,48172.01,15316.62,24,664,0.632,10.9,9,1,2,business,0
44,81384.08,23987.74,48,742,0.0754,2.7,3,0,0,debt_consolidation,0
30,40580.87,20689.88,48,850,0.1635,4.1,8,0,0,business,0
33,59389.82,16856.85,48,655,0.0565,1.0,6,1,0,education,0
22,64140.59,26340.01,24,625,0.0278,0.8,15,0,0,debt_consolidation,1
22,105003.72,24823.48,60,561,0.3259,6.3,11,0,0,education,0
55,20000.0,9397.21,60,531,0.0215,0.4,17,1,1,education,0
53,44715.35,4289.42,24,708,0.4908,9.0,4,0,0,business,0
46,71172.83,7345.02,36,705,0.4517,4.0,9,0,1,education,0
61,75450.52,25654.75,36,632,0.1364,4.4,2,0,0,debt_consolidation,0
22,35572.97,21871.23,60,602,0.1627,8.4,11,2,0,home_improvement,1
37,64036.96,3084.85,36,564,0.134,1.7,11,0,1,home_improvement,0
60,65321.33,14096.4,36,548,0.2046,3.6,10,0,0,personal,1
26,101789.52,24113.11,12,612,0.0618,16.4,18,0,0,debt_consolidation,0
43,70211.2,8415.16,12,777,0.0781,0.4,18,1,1,education,0
50,61454.95,15171.08,24,763,0.1152,30.4,17,0,0,business,0
24,47406.9,23229.18,36,683,0.2064,6.0,3,1,0,debt_consolidation,0
33,80190.62,21273.11,24,608,0.2242,1.1,12,0,0,home_improvement,0
47,58629.15,5483.29,36,679,0.0393,7.7,13,0,1,debt_consolidation,0
37,50834.75,20774.88,12,389,0.248,8.6,8,0,0,home_improvement,0
58,40497.15,16967.27,36,603,0.1331,2.0,2,0,0,home_improvement,0
43,57578.08,21827.61,12,500,0.535,1.1,5,0,0,education,0
50,82462.56,10374.47,48,636,0.347,0.4,11,0,0,education,0
35,52173.29,22477.07,48,639,0.5297,10.5,14,0,0,debt_consolidation,0
49,65861.06,18753.09,24,646,0.1759,0.8,18,0,0,business,0
26,51076.77,27309.78,60,703,0.498,7.2,10,0,2,debt_consolidation,0
51,69260.26,13971.29,36,596,0.0722,1.5,3,0,0,business,0
26,67081.87,9137.43,48,684,0.5763,1.0,12,0,0,personal,0
33,45320.39,5118.59,12,746,0.005,4.7,18,1,1,home_improvement,0
37,85796.18,25334.17,48,670,0.3841,18.5,13,0,0,business,0
47,28597.54,1000.0,24,733,0.4898,6.1,9,1,0,home_improvement,0
47,93380.79,2210.97,60,743,0.144,0.5,13,0,0,education,0
42,73229.05,15505.01,48,801,0.4582,11.1,3,1,0,personal,0
60,79697.01,10395.04,48,374,0.2717,4.6,14,0,1,debt_consolidation,0
57,23734.17,3904.05,24,640,0.165,1.8,6,0,0,home_improvement,0
54,63724.45,19679.32,36,694,0.2776,19.2,4,1,1,debt_consolidation,0
51,103343.06,20043.2,60,680,0.2264,3.6,17,0,1,home_improvement,0
58,61366.92,16841.33,36,681,0.143,0.1,13,0,0,business,0
44,68257.87,22974.69,60,661,0.3661,1.5,5,0,0,business,0
31,36396.08,17322.61,24,700,0.634,9.3,7,0,0,business,0
26,29023.13,1000.0,36,820,0.3737,2.5,5,0,0,debt_consolidation,1
57,70759.61,12310.51,36,784,0.0433,4.5,4,0,1,personal,0
55,48047.94,16843.36,12,634,0.4854,3.2,12,0,0,home_improvement,0
52,51155.61,19854.76,48,748,0.239,10.2,1,0,0,business,0
31,66579.77,17490.01,48,627,0.1463,3.2,3,0,1,personal,0
40,82159.18,19720.24,24,676,0.4523,1.6,18,1,0,debt_consolidation,0
53,78142.9,10608.1,36,633,0.2341,1.5,13,0,0,personal,0
22,67491.4,15022.88,24,682,0.4124,5.3,12,1,0,education,0
26,87178.15,19739.72,24,688,0.1644,1.6,2,0,0,personal,0
25,91097.88,33164.66,24,666,0.2883,0.3,18,0,0,personal,0
37,61709.82,7543.0,60,734,0.1969,4.6,4,0,0,home_improvement,0
45,106707.73,20122.16,60,726,0.144,12.0,4,2,0,business,0
37,37818.83,6037.64,60,776,0.3393,1.0,9,0,0,debt_consolidation,0
23,26674.67,10356.44,36,493,0.4623,3.1,11,0,0,home_improvement,0
49,99584.91,23073.04,36,677,0.309,1.1,5,0,0,home_improvement,0
53,47498.3,17662.02,12,655,0.2389,0.8,4,0,1,home_improvement,0
48,20000.0,13431.83,24,666,0.0705,0.8,7,0,0,home_improvement,0
41,56852.6,32860.79,36,676,0.4033,5.1,1,0,0,personal,0
45,95716.67,10500.89,48,667,0.4056,7.2,7,0,0,business,0
33,57313.2,18567.99,36,705,0.1853,9.9,11,0,1,debt_consolidation,0
56,20619.46,20842.91,24,721,0.5374,0.3,13,0,1,education,0
54,57759.82,1911.08,48,651,0.2934,4.9,17,0,0,home_improvement,0
54,60357.78,13381.75,12,587,0.2051,4.6,15,0,0,debt_consolidation,0
64,56598.03,5391.21,24,741,0.1834,6.5,5,1,0,debt_consolidation,0
58,47022.21,1000.0,36,653,0.1816,12.9,9,0,0,education,0
33,48207.62,17972.96,12,651,0.4023,0.4,15,0,1,home_improvement,0
24,83193.34,19075.79,36,647,0.2086,25.2,11,0,1,personal,0
22,50503.03,10159.49,12,762,0.5649,2.4,11,0,1,debt_consolidation,0
54,69035.34,7003.98,36,648,0.4955,3.6,1,0,1,education,0
61,68946.13,27273.39,60,560,0.4308,1.1,2,2,1,business,1
31,49593.22,30682.79,24,685,0.4487,1.9,19,1,0,home_improvement,0
64,46190.17,19913.13,60,779,0.1803,20.7,3,0,0,home_improvement,0
50,66748.78,15496.41,48,667,0.1134,13.2,9,0,1,debt_consolidation,0
34,23692.59,10149.71,60,690,0.4962,9.6,18,1,0,education,0
33,114846.67,17319.8,60,694,0.1261,2.7,15,0,0,business,0
52,50682.3,14532.46,12,577,0.5197,11.4,1,1,0,personal,1
23,55234.29,20598.17,36,483,0.2266,1.4,18,0,0,home_improvement,0
56,83414.41,25018.94,12,752,0.369,1.7,4,1,1,business,0
44,60754.92,17526.72,60,755,0.1968,2.0,5,0,0,education,0
38,54560.85,15495.26,12,656,0.0969,3.0,13,1,0,debt_consolidation,1
47,31566.93,3087.74,48,683,0.5896,6.9,15,0,0,education,0
29,67547.65,18409.32,60,660,0.2651,5.8,10,0,1,personal,0
50,51329.07,20178.19,24,803,0.11,0.7,18,0,1,debt_consolidation,0
47,117033.4,23424.17,24,618,0.105,11.0,14,1,1,home_improvement,0
31,59867.19,1000.0,60,644,0.269,11.6,19,0,1,debt_consolidation,0
47,20000.0,17733.5,60,704,0.2742,5.3,5,0,0,debt_consolidation,0
55,88754.29,9565.9,36,552,0.5212,2.0,16,0,0,education,0
62,39999.33,20825.57,36,784,0.2131,4.3,16,2,1,business,0
28,67656.54,16681.0,60,730,0.1398,0.3,15,0,0,education,0
25,100122.0,9887.05,48,704,0.0826,1.6,17,0,1,debt_consolidation,0
32,57279.9,28430.42,60,569,0.3382,2.6,3,0,1,personal,0
50,59882.01,11931.79,36,608,0.4195,3.2,12,0,0,business,0
57,88366.4,10027.2,36,623,0.4654,11.6,10,1,0,home_improvement,1
46,100639.35,11573.17,60,658,0.1064,5.5,8,0,0,education,0
42,61566.93,1000.0,60,685,0.3035,0.8,16,0,0,personal,0
57,115565.21,2214.52,60,661,0.136,6.2,11,0,1,personal,0
31,21535.85,24588.18,24,636,0.1857,2.1,11,0,0,education,0
58,42433.69,15359.06,60,746,0.0738,7.5,13,0,1,personal,0
30,53061.08,19025.39,36,679,0.2907,4.2,7,0,0,personal,0
45,91412.54,16883.17,36,676,0.1066,5.1,9,0,1,personal,0
56,70761.64,17343.49,60,654,0.1156,16.0,5,1,2,business,0
56,48124.17,14682.01,48,723,0.3386,1.0,8,1,1,personal,0
57,36851.22,9972.83,12,600,0.3804,6.2,10,0,0,personal,0
39,27661.27,19858.5,24,780,0.1942,6.0,5,0,0,debt_consolidation,0
60,77904.89,16494.04,36,728,0.5474,13.4,10,0,0,personal,1
53,55264.86,6138.64,60,650,0.2705,1.9,15,0,0,debt_consolidation,0
45,90359.18,19963.96,12,699,0.4534,0.7,14,0,0,business,0
44,29161.38,27517.23,48,637,0.2831,3.4,11,0,0,personal,0
53,75679.62,17860.66,12,726,0.0772,1.9,3,1,0,personal,0
58,63938.79,10108.28,60,703,0.3937,9.3,18,1,1,debt_consolidation,1
33,49661.23,16954.02,36,685,0.1359,9.4,6,0,0,personal,0
34,51475.42,21142.93,12,569,0.4117,2.9,5,0,1,business,0
44,67573.4,6397.77,12,773,0.1513,1.1,11,1,0,business,0
46,64212.09,11027.45,48,578,0.0541,0.6,11,0,0,business,0
56,42709.02,15239.76,36,681,0.0932,9.5,7,0,0,business,0
62,77890.16,12443.48,24,641,0.4864,8.9,11,0,0,education,0
51,95126.57,16448.89,12,796,0.171,1.7,9,1,0,personal,0
38,58902.41,26267.54,12,732,0.3784,40.0,7,0,0,debt_consolidation,0
41,79541.79,3146.32,12,624,0.5846,1.7,1,0,0,debt_consolidation,0
46,61014.94,4020.42,24,492,0.3484,3.9,18,1,0,home_improvement,0
43,125256.33,11702.14,48,501,0.1711,3.2,9,1,1,debt_consolidation,0
34,65347.07,16931.34,60,613,0.3509,4.5,6,0,1,debt_consolidation,0
40,82535.71,4855.74,60,665,0.2157,0.4,10,0,1,education,0
57,94181.6,29483.22,24,725,0.1423,1.3,14,0,2,home_improvement,0
33,48978.81,22140.38,60,850,0.3192,1.6,12,1,0,education,0
62,82649.89,4542.74,48,611,0.174,5.1,5,2,1,home_improvement,0
40,86559.26,15454.75,36,816,0.1252,3.2,3,0,0,business,0
33,75746.62,18254.5,12,655,0.2359,2.2,1,1,2,personal,0
30,84080.13,8132.26,24,656,0.0846,2.4,3,1,0,personal,0
28,48796.9,1502.6,12,632,0.2006,0.4,15,1,0,home_improvement,0
49,118682.32,8569.05,60,664,0.4053,3.2,7,0,0,home_improvement,0
35,20000.0,22832.45,36,613,0.1554,3.3,2,0,0,personal,0
52,43969.79,4934.92,12,629,0.3869,9.9,7,0,0,personal,0
40,31557.22,25562.38,36,776,0.3898,11.2,2,0,0,education,0
37,108072.48,7320.85,36,526,0.3409,4.6,14,0,1,education,1
26,61725.95,1000.0,36,555,0.0224,2.2,9,0,0,education,0
56,41383.27,24515.61,36,601,0.4539,1.6,9,0,1,education,1
33,49860.15,11151.36,12,782,0.0934,4.9,18,0,3,debt_consolidation,0
46,26877.66,13131.86,60,625,0.1887,3.7,9,0,0,personal,0
42,80685.29,17297.92,48,691,0.1865,0.7,7,0,1,education,0
57,83200.49,4356.79,24,710,0.2128,3.7,2,0,0,debt_consolidation,0
44,72588.64,6207.7,48,727,0.1367,2.3,10,0,0,home_improvement,0
37,47101.59,11821.0,36,588,0.2153,1.0,19,2,1,debt_consolidation,0
60,103152.61,23122.13,48,630,0.2993,0.0,13,0,0,debt_consolidation,0
63,84546.58,17274.58,24,689,0.2911,6.5,14,0,1,education,0
60,21383.8,17131.52,60,780,0.3397,0.0,16,2,3,personal,0
35,60154.88,22863.6,24,721,0.2436,1.6,7,0,0,personal,1
52,36079.1,21448.96,24,779,0.3368,4.5,1,0,1,education,0
26,101797.68,8288.0,36,620,0.4854,2.9,12,2,0,home_improvement,0
56,53789.85,8798.05,36,755,0.1357,0.5,1,1,0,personal,0
44,30518.8,19176.98,48,688,0.4665,6.2,1,0,1,debt_consolidation,0
50,61345.54,13832.1,60,785,0.1707,4.5,8,1,1,debt_consolidation,1
64,104745.35,14087.68,24,659,0.6564,7.4,10,1,0,debt_consolidation,1
32,86611.93,1000.0,36,683,0.5852,0.1,18,0,1,personal,1
39,51966.77,14880.36,60,768,0.4148,3.3,6,0,0,education,0
33,60649.55,21250.24,24,545,0.2688,7.8,4,1,1,home_improvement,0
30,89873.89,12075.9,24,519,0.2852,2.2,2,0,0,personal,0
31,99866.33,13267.26,60,532,0.4204,9.7,14,0,0,personal,0
38,26231.5,27270.39,48,644,0.1975,3.9,15,0,0,education,0
59,68839.96,9755.0,48,716,0.3733,2.0,12,0,0,personal,0
28,56128.31,29260.75,48,706,0.5546,3.6,6,0,1,home_improvement,0
34,52810.68,2195.03,60,631,0.2647,4.1,18,0,0,education,0
61,98550.68,18697.93,12,796,0.3316,4.5,19,0,1,personal,0
63,31125.49,1407.12,48,630,0.4409,1.8,14,0,1,home_improvement,0
30,85125.52,19814.77,12,784,0.0899,1.6,14,0,0,personal,0
48,20000.0,7457.66,48,746,0.1679,11.7,6,0,0,debt_consolidation,0
23,46871.69,5413.15,48,644,0.4472,2.7,4,1,1,home_improvement,0
26,65843.78,10094.37,36,781,0.298,0.8,15,0,0,debt_consolidation,0
50,32219.96,9705.35,12,480,0.3765,1.7,15,1,1,business,0
58,120094.77,14367.73,48,585,0.3279,6.2,12,0,1,home_improvement,0
59,47068.24,20990.57,48,717,0.084,0.7,10,0,2,business,0
40,45057.82,24749.99,48,763,0.2835,11.7,13,0,0,home_improvement,0
29,47660.72,30506.47,12,471,0.0981,0.6,3,0,1,home_improvement,0
22,79591.25,13532.11,24,586,0.5304,0.9,8,0,0,home_improvement,0
43,87684.78,13044.48,24,728,0.3122,0.7,16,1,0,home_improvement,0
38,54044.59,16233.62,60,598,0.2864,7.4,6,0,0,personal,0
28,72916.25,11158.41,12,692,0.2959,1.2,6,0,0,home_improvement,0
46,74862.15,1000.0,48,633,0.3493,14.4,1,0,2,personal,0
25,28967.87,17105.19,12,736,0.5589,2.5,11,0,0,personal,0
57,62022.59,5404.71,48,737,0.3912,2.6,8,0,0,business,0
27,49236.12,14933.75,48,662,0.4162,1.6,2,2,0,personal,0
52,26084.67,11172.36,60,575,0.5389,8.7,13,0,1,home_improvement,0
40,70330.98,5838.98,60,628,0.3064,6.6,16,1,1,debt_consolidation,0
60,90370.77,9639.52,48,734,0.2239,1.7,13,0,1,business,0
48,66096.83,6767.87,60,741,0.5276,0.5,15,0,0,debt_consolidation,0
31,20000.0,15888.91,48,735,0.3066,2.7,9,1,1,debt_consolidation,0
47,53576.8,11420.64,24,753,0.1405,1.0,12,0,1,business,0
40,42660.48,16339.51,36,723,0.3828,0.5,3,0,1,personal,0
60,109493.58,4718.27,36,663,0.2349,2.6,2,0,1,debt_consolidation,0
24,56521.33,18052.43,36,748,0.4811,3.4,18,0,1,personal,0
34,24653.89,27791.59,60,703,0.2028,0.5,12,0,2,business,0
49,63854.64,17183.42,48,739,0.4532,4.3,16,0,2,personal,0
41,80887.39,23409.38,60,795,0.1089,3.1,12,1,0,business,0
49,67473.16,12824.31,24,698,0.2291,0.5,6,1,1,debt_consolidation,0
29,44933.67,12498.32,24,746,0.2974,3.0,16,1,1,education,0
62,53533.55,20246.93,24,701,0.354,3.5,10,0,1,education,0
60,84138.68,13221.38,60,662,0.541,5.4,8,1,0,personal,0
22,67528.78,23482.45,60,670,0.0439,5.6,3,1,0,personal,0
24,115627.63,14093.69,24,772,0.1923,0.0,9,0,2,debt_consolidation,0
34,67451.59,16744.88,12,791,0.3633,4.8,11,0,0,debt_consolidation,0
49,26799.75,11025.09,48,662,0.0916,0.1,14,0,0,business,0
46,60007.79,4683.46,36,637,0.1443,3.3,13,0,0,debt_consolidation,0
54,50917.22,13965.53,24,560,0.2243,13.3,16,1,0,home_improvement,0
59,26190.35,13071.02,36,613,0.2278,0.8,10,0,0,debt_consolidation,0
27,68263.06,10630.41,36,537,0.1227,5.8,19,0,0,education,0
53,54547.39,18836.65,36,800,0.2543,5.0,15,0,1,education,0
42,68735.9,23748.15,36,638,0.273,4.6,12,1,1,home_improvement,0
37,110752.6,24591.62,60,561,0.1366,2.8,1,0,1,personal,0
42,61767.44,13947.57,12,832,0.4487,3.8,17,0,0,debt_consolidation,0
32,90613.41,10412.3,60,579,0.2816,3.9,3,0,0,education,0
58,60209.86,8378.25,36,749,0.2437,3.4,6,1,0,business,0
57,75386.23,32131.78,36,606,0.0797,2.0,4,1,0,debt_consolidation,1
56,67994.56,25335.72,36,757,0.202,1.9,3,1,2,business,0
40,71685.68,15389.65,36,713,0.1215,4.5,4,1,0,debt_consolidation,0
41,61710.74,1000.0,48,590,0.2901,0.4,1,0,0,business,0
39,101259.05,13976.92,48,666,0.1683,2.9,6,0,0,education,0
62,80797.79,22084.92,48,743,0.1246,6.8,19,0,0,business,0
35,67891.62,9249.6,60,827,0.2678,8.9,9,0,1,business,0
36,87714.11,5912.24,36,602,0.2018,3.7,13,1,0,business,1
52,68214.04,20362.15,24,598,0.0134,10.2,10,0,1,personal,0
22,92917.24,15212.05,36,747,0.2003,3.7,16,0,2,debt_consolidation,0
24,35506.67,15351.8,12,667,0.1373,10.8,18,0,2,home_improvement,0
37,118290.18,15173.45,48,823,0.2046,4.4,12,0,0,home_improvement,0
44,69307.69,4592.92,60,664,0.2878,0.8,19,0,0,personal,0
32,36469.4,9424.62,12,732,0.2338,0.2,10,0,0,debt_consolidation,0
33,83726.18,14614.46,12,759,0.4045,0.1,19,0,0,business,0
31,97340.66,4704.54,24,665,0.5616,6.7,1,1,0,personal,0
53,39377.83,7650.34,12,680,0.3412,6.0,13,0,0,business,0
37,53204.93,26988.1,12,770,0.3496,6.8,9,1,0,home_improvement,0
29,90373.61,16891.8,60,726,0.1852,1.5,11,0,0,debt_consolidation,0
59,79113.95,16849.31,12,798,0.02,6.0,8,0,0,home_improvement,0
33,53997.56,20734.36,12,642,0.4593,4.6,5,1,0,business,0
45,58770.57,19872.07,36,674,0.2967,3.4,18,0,0,home_improvement,0
49,33738.66,16262.66,36,671,0.3436,3.7,14,0,0,education,0
29,40304.54,9139.76,36,619,0.1494,3.6,3,0,0,education,0
49,23177.64,7076.72,24,734,0.1627,13.6,3,0,1,personal,0
57,56290.87,17828.96,24,642,0.3008,7.7,3,0,0,debt_consolidation,0
47,81940.22,27101.65,48,702,0.4039,7.6,5,2,0,debt_consolidation,0
29,58338.41,1000.0,36,729,0.2587,0.9,19,0,1,home_improvement,0
49,92914.06,21500.74,36,757,0.1672,0.2,11,0,0,business,0
49,48852.45,4965.96,36,618,0.1903,0.0,12,0,0,business,0
58,27724.94,18247.24,12,767,0.4129,13.7,8,0,1,home_improvement,0
62,93871.1,13153.25,24,710,0.246,2.5,16,1,0,debt_consolidation,0
57,74180.58,11635.23,36,672,0.2723,3.4,15,1,0,debt_consolidation,0
48,95685.75,15670.9,36,799,0.4088,1.2,18,0,2,home_improvement,0
38,56584.23,19304.98,60,627,0.2172,1.8,8,1,3,education,0
30,104761.88,24181.12,48,640,0.246,1.3,1,0,0,education,0
54,38082.84,9446.79,12,677,0.275,2.1,8,2,0,business,0
41,57818.59,18990.51,12,710,0.3063,3.0,11,0,0,debt_consolidation,0
34,75191.69,17483.89,24,591,0.3364,4.0,6,0,1,education,0
49,53270.45,18274.87,36,749,0.1862,0.8,19,0,1,home_improvement,0
50,70688.6,14175.15,12,729,0.1235,2.7,8,0,1,debt_consolidation,0
34,96192.77,19136.84,12,738,0.5477,0.6,11,1,0,home_improvement,0
56,74417.36,30146.31,48,850,0.2154,3.2,12,1,0,home_improvement,0
27,60541.13,16378.16,12,584,0.2612,2.4,15,1,2,home_improvement,0
39,95657.53,13677.09,24,692,0.3842,1.0,9,1,1,education,0
26,77811.33,13193.02,12,750,0.3322,2.6,10,1,0,debt_consolidation,0
46,64800.3,16726.12,12,468,0.444,3.7,18,0,0,business,0
23,63003.35,14178.86,24,672,0.0698,18.8,13,0,0,home_improvement,0
31,55808.45,28174.22,24,719,0.2513,9.0,9,0,2,education,0
51,86077.24,5723.61,48,607,0.3504,1.1,8,1,0,business,0
26,87015.86,25989.82,48,767,0.4365,1.5,8,1,0,debt_consolidation,0
54,96632.94,11546.26,48,518,0.4929,3.8,13,0,1,home_improvement,0
22,75755.82,14425.09,48,758,0.4842,10.3,10,0,0,personal,0
39,51392.78,19960.16,12,698,0.0861,1.1,19,0,1,home_improvement,0
53,73268.86,10728.94,24,850,0.0697,1.0,1,0,0,business,1
32,50942.24,10085.27,12,562,0.3153,6.1,1,1,0,education,0
42,69051.97,8096.18,12,577,0.5275,3.9,15,0,0,home_improvement,0
47,100245.12,9193.18,36,825,0.059,2.3,9,0,0,home_improvement,0
46,94531.34,16396.63,48,668,0.0892,6.0,4,0,0,business,0
43,87633.12,31040.55,36,592,0.1126,0.5,6,0,1,personal,0
48,64433.76,19681.18,60,735,0.3396,0.3,18,0,0,home_improvement,0
34,87398.43,21535.83,60,790,0.1908,1.3,5,0,0,home_improvement,0
54,48981.38,6083.21,24,725,0.1569,3.4,9,0,0,debt_consolidation,0
55,28455.63,6338.52,36,775,0.1046,5.8,1,0,0,business,0
62,71797.21,21468.62,24,522,0.2522,4.0,13,0,0,home_improvement,0
56,55615.46,1000.0,24,656,0.1619,0.7,9,0,0,personal,0
22,109604.55,14418.9,48,815,0.2796,9.0,2,0,0,education,0
42,105809.04,24118.0,60,690,0.115,4.3,15,0,1,business,0
27,47775.82,13420.01,36,673,0.2128,1.6,18,1,0,home_improvement,0
49,82366.92,13373.44,36,612,0.1249,9.6,18,0,1,debt_consolidation,0
38,20000.0,21041.08,12,850,0.5513,5.5,11,0,1,debt_consolidation,0
26,73483.39,13543.97,48,651,0.1413,1.7,5,0,2,personal,0
52,72846.43,22942.73,24,755,0.1666,11.9,4,2,0,debt_consolidation,0
26,40174.89,9942.94,48,676,0.0227,0.8,17,1,0,business,0
59,69127.55,24604.86,60,553,0.177,0.6,6,1,0,business,0
24,41792.19,14868.21,12,682,0.2675,0.4,12,1,0,personal,0
44,86297.65,4284.37,36,636,0.0964,8.0,3,0,0,business,0
58,69655.94,17134.0,60,698,0.1492,6.0,15,0,0,home_improvement,0
58,102318.88,3722.66,24,715,0.1013,5.4,13,2,0,personal,0
31,26728.25,15160.29,12,656,0.3771,1.7,11,0,0,debt_consolidation,0
31,43298.07,7207.37,48,636,0.2923,0.9,15,0,0,business,0
40,52874.88,1115.2,36,734,0.3084,1.9,4,0,0,personal,0
38,77262.49,1000.0,12,850,0.3401,2.3,10,0,1,education,0
42,71773.8,21557.67,48,618,0.4097,7.9,11,1,0,education,0
35,75628.94,6137.16,24,667,0.5725,8.4,4,0,0,personal,0
30,48771.31,19105.48,36,626,0.3884,5.7,14,0,2,business,0
22,20000.0,18700.57,24,638,0.1955,3.4,9,1,0,education,0
34,46001.75,25532.82,60,708,0.4286,0.1,13,0,0,debt_consolidation,1
25,100204.89,18673.69,12,766,0.2385,1.5,18,0,1,home_improvement,0
22,49490.27,1000.0,12,647,0.1832,1.3,19,0,1,business,0
61,69429.87,22844.41,24,728,0.3297,31.9,7,0,0,business,0
53,66523.5,12990.56,36,832,0.0558,0.7,10,0,0,personal,0
55,69591.6,26574.18,12,684,0.2341,12.1,2,0,1,personal,0
49,31617.57,16858.75,48,734,0.1702,0.2,14,0,0,education,0
52,85450.58,20297.19,24,748,0.5396,1.9,9,1,1,business,0
29,62516.09,21678.0,36,691,0.1419,6.2,9,1,0,debt_consolidation,0
60,122757.07,8582.2,60,583,0.3241,0.6,1,1,1,business,0
47,55676.36,20842.92,36,732,0.5076,1.8,9,0,0,business,0
55,89428.06,18145.61,12,679,0.3425,1.0,17,0,0,personal,0
24,55302.45,20616.54,12,668,0.3871,22.9,1,0,0,home_improvement,0
33,112980.41,16254.07,36,599,0.5154,4.0,8,1,0,business,0
22,83267.86,11211.5,60,798,0.1598,3.1,1,0,0,home_improvement,0
26,32867.87,5765.69,60,716,0.0578,3.1,2,0,0,home_improvement,0
51,100176.45,14535.66,24,722,0.679,6.3,9,1,0,home_improvement,0
51,84381.16,21520.76,36,811,0.1145,6.2,2,0,1,business,0
38,53319.88,14584.55,60,610,0.1611,20.3,1,0,0,home_improvement,0
44,24670.76,18686.76,48,769,0.2831,13.0,4,1,0,education,0
36,94949.48,1000.0,48,665,0.1452,0.2,11,1,3,business,0
58,108190.81,23444.02,24,631,0.0922,11.9,8,0,0,debt_consolidation,0
42,92978.11,21052.09,48,659,0.212,11.1,18,0,2,debt_consolidation,0
35,86741.28,17772.26,60,719,0.2194,0.7,18,0,0,debt_consolidation,0
23,78940.53,24449.45,36,640,0.3514,3.6,16,0,1,home_improvement,0
32,91476.62,16188.12,24,692,0.2754,5.3,6,0,0,personal,0
60,58450.86,23036.54,60,697,0.1269,1.6,16,0,0,debt_consolidation,0
59,20000.0,14711.48,36,714,0.5882,0.7,18,0,1,personal,0
55,83977.18,11674.17,24,555,0.2086,0.5,15,0,0,education,0
59,74814.74,17067.17,60,732,0.2053,7.8,11,0,1,personal,0
55,29910.07,5546.81,60,653,0.2666,3.5,13,0,1,personal,0
39,20000.0,24267.22,48,738,0.2877,17.6,19,0,0,education,0
51,67034.29,24254.79,36,613,0.0956,0.4,17,0,0,debt_consolidation,0
36,61114.87,29599.23,36,575,0.3297,12.2,4,0,1,debt_consolidation,0
48,58999.94,14356.22,12,657,0.2592,3.5,8,0,0,business,0
55,79489.11,16284.81,60,850,0.1739,3.2,6,0,0,business,0
59,46371.41,16242.01,12,638,0.4057,7.3,12,0,0,business,0
54,82181.41,11912.62,24,598,0.0459,1.3,3,1,0,business,0
45,82363.28,16910.56,36,674,0.1441,1.6,14,0,0,home_improvement,0
36,20000.0,17461.66,12,674,0.5247,10.1,6,0,0,home_improvement,0
51,63283.44,1000.0,48,647,0.3963,7.4,6,0,0,home_improvement,0
63,70003.12,7034.25,36,844,0.1377,0.2,9,0,0,education,0
38,83702.05,23295.24,24,588,0.1311,12.8,6,0,0,business,0
26,78724.61,17213.26,36,641,0.1692,5.2,6,1,0,education,0
50,21226.77,1000.0,24,671,0.1579,6.9,12,1,0,business,0
25,67391.58,6988.15,12,629,0.083,0.9,5,0,0,business,0
31,58513.35,15528.23,48,619,0.543,4.4,17,1,0,home_improvement,0
38,91871.43,8194.06,12,706,0.0992,3.0,19,0,0,debt_consolidation,0
31,35034.32,19502.34,36,705,0.5105,1.2,8,0,0,home_improvement,0
